id,city,state_abbrev,state,capital,lat,lng,population,density,timezone,zips
1840001254,Pittsburgh,PA,Pennsylvania,,40.4397,-79.9763,1749091,2118.5,America/New_York,15282 15216 15217 15214 15212 15213 15210 15211 15218 15219 15290 15232 15260 15233 15205 15204 15207 15206 15201 15203 15208 15234 15222 15221 15220 15226 15224 15120 15230 15240 15250 15251 15252 15253 15254 15255 15257 15258 15259 15261 15262 15264 15265 15267 15270 15272 15274 15279 15281 15286 15289 15295
1840034000,Manhattan,NY,New York,,40.7834,-73.9662,1694263,28653.9,America/New_York,10169 10168 10167 10165 10162 10282 10280 10040 10044 10271 10279 10278 10075 10103 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 10152 10153 10154 10128 10004 10005 10006 10007 10001 10002 10003 10009 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 10065 10069 10199 10119 10115 10112 10110 10111 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10273 10274 10275 10276 10277 10281 10285 10286
1840003814,Cincinnati,OH,Ohio,,39.1413,-84.506,1692702,1530.6,America/New_York,45267 45219 45213 45212 45211 45217 45216 45214 45233 45226 45227 45225 45223 45229 45224 45232 45204 45205 45206 45207 45202 45203 45208 45209 45239 45238 45237 45220 45230 45201 45221 45250 45254 45262 45263 45264 45268 45269 45270 45271 45273 45274 45275 45296 45298 45299 45999
1840008535,Kansas City,MO,Missouri,,39.1238,-94.5541,1689556,620.7,America/Chicago,64161 64163 64164 64165 64167 64053 64118 64116 64151 64153 64155 64154 64157 64156 64158 64108 64109 64106 64102 64128 64129 64124 64125 64126 64127 64120 64123 64166 64119 64114 64117 64111 64110 64113 64112 64133 64146 64145 64149 64147 64105 64101 64139 64138 64132 64131 64130 64137 64136 64134 64121 64141 64148 64162 64170 64171 64179 64180 64184 64187 64188 64191 64195 64196 64197 64198 64199 64999
1840000596,Cleveland,OH,Ohio,,41.4764,-81.6805,1680247,1839.6,America/New_York,44135 44120 44119 44113 44112 44111 44110 44115 44114 44144 44128 44127 44104 44105 44106 44101 44102 44103 44108 44109 44181 44190 44191 44192 44193 44194 44195 44197 44198 44199
1840003760,Columbus,OH,Ohio,,39.9862,-82.9855,1572546,1581,America/New_York,43109 43026 43054 43220 43221 43222 43223 43224 43081 43228 43227 43213 43212 43215 43214 43217 43219 43218 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43211 43210 43202 43203 43201 43206 43207 43204 43205 43209 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291
1840033999,Bronx,NY,New York,,40.8501,-73.8662,1472654,13356.3,America/New_York,10452 10475 10474 10471 10470 10473 10472 10453 10451 10457 10456 10455 10454 10459 10458 11370 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469
1840003871,Virginia Beach,VA,Virginia,,36.7335,-76.0435,1443020,722.4,America/New_York,23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479
1840014557,Charlotte,NC,North Carolina,,35.2083,-80.8303,1427444,1089.8,America/New_York,28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28223 28227 28226 28278 28270 28273 28274 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244 28126 28130 28201 28218 28219 28220 28221 28222 28224 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28246 28247 28253 28254 28255 28256 28258 28260 28263 28265 28266 28271 28272 28275 28281 28284 28285 28287 28288 28289 28290 28296 28297 28299
1840003046,Milwaukee,WI,Wisconsin,,43.0642,-87.9675,1290940,2301.6,America/Chicago,53203 53202 53207 53206 53205 53204 53209 53208 53233 53218 53219 53214 53215 53216 53210 53211 53212 53213 53295 53225 53224 53221 53220 53223 53222 53228 53201 53237 53259 53263 53274 53278 53288 53290 53293
1840015031,Jacksonville,FL,Florida,,30.3322,-81.6749,1288298,491,America/New_York,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32214 32217 32216 32211 32210 32212 32246 32244 32233 32234 32202 32250 32254 32257 32256 32208 32209 32206 32207 32204 32205 32203 32258 32277 32099 32201 32229 32231 32232 32235 32236 32238 32239 32241 32245 32247 32255
1840015457,Memphis,TN,Tennessee,,35.1087,-89.9663,1037998,824.8,America/Chicago,38120 38127 38126 38107 38106 38105 38104 38103 38109 38108 38152 38132 38141 38112 38114 38111 38113 38115 38116 38117 38118 38119 38018 38016 38133 38131 38134 38128 38122 38125 37501 37544 38088 38101 38124 38130 38136 38137 38145 38148 38150 38151 38157 38159 38161 38163 38166 38168 38173 38174 38175 38177 38181 38182 38184 38186 38187 38188 38190 38193 38194 38197
1840030815,Louisville,KY,Kentucky,,38.1663,-85.6485,963812,923.1,America/New_York,40245 40242 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118 40018 40027 40225 40261 40268 40269 40281
1840000386,Buffalo,NY,New York,,42.9018,-78.8487,944589,2645.7,America/New_York,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14211 14210 14213 14212 14215 14214 14216 14205 14233 14240 14263 14264 14267 14269 14270 14272 14273 14276 14280
1840001839,New Orleans,LA,Louisiana,,30.0687,-89.9288,932759,866.5,America/Chicago,70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195
1840020696,Fort Worth,TX,Texas,,32.7817,-97.3474,924663,1021.2,America/Chicago,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76053 76052 76123 76120 76244 76008 76179 76177 76036 76140 76262 76006 76118 76119 76116 76117 76114 76115 76112 76110 76111 76129 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76190 76191 76193 76195 76196 76197 76198 76199
1840004836,Bridgeport,CT,Connecticut,,41.1918,-73.1954,908251,3568.4,America/New_York,06605 06604 06607 06606 06608 06610 06601 06602
1840022101,Tucson,AZ,Arizona,,32.1541,-110.8787,878320,863.9,America/Phoenix,85705 85707 85706 85709 85710 85756 85723 85726 85724 85701 85708 85719 85748 85745 85747 85716 85714 85715 85712 85713 85711 85734 85730 85721 85702 85703 85717 85725 85731 85732 85738 85751 85754 85775
1840023252,El Paso,TX,Texas,,31.8476,-106.43,865270,1011.4,America/Denver,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79915 79912 79911 79835 79922 79920 79927 79924 79925 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79942 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595
1840009315,Omaha,NE,Nebraska,,41.2627,-96.0529,821345,1323.9,America/Chicago,68112 68114 68117 68116 68118 68182 68183 68105 68108 68178 68110 68122 68127 68124 68111 68022 68137 68135 68132 68144 68134 68131 68130 68102 68106 68107 68104 68164 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68197 68198
1840021024,McAllen,TX,Texas,,26.2252,-98.2467,797341,884.4,America/Chicago,78573 78504 78503 78501 78557 78502 78505
1840006507,Birmingham,AL,Alabama,,33.5279,-86.7971,782111,526.4,America/Chicago,35218 35214 35215 35217 35210 35211 35212 35213 35224 35221 35222 35203 35207 35206 35205 35204 35209 35208 35094 35254 35068 35061 35228 35234 35235 35233 35243 35242 35249 35201 35202 35220 35232 35237 35238 35246 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35298
1840019176,Albuquerque,NM,New Mexico,,35.1054,-106.6465,769986,1159.8,America/Denver,87123 87112 87113 87110 87111 87114 87109 87108 87101 87102 87105 87104 87107 87106 87120 87119 87125 87131 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199
1840021672,Tulsa,OK,Oklahoma,,36.1283,-95.9042,731743,804.2,America/Chicago,74137 74134 74132 74133 74130 74136 74135 74146 74145 74127 74126 74112 74114 74115 74119 74015 74106 74129 74128 74120 74171 74110 74116 74117 74107 74105 74103 74104 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74172 74182 74186 74187 74192 74193
1840020319,Fresno,CA,California,,36.783,-119.7939,725276,1805.3,America/Los_Angeles,93740 93741 93730 93650 93702 93703 93701 93706 93704 93705 93722 93728 93720 93721 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844
1840015163,Charleston,SC,South Carolina,,32.8168,-79.9687,706884,503.3,America/New_York,29414 29424 29425 29455 29405 29407 29401 29403 29409 29492 29412 29402 29413 29417 29422 29457
1840000373,Rochester,NY,New York,,43.168,-77.6162,699921,2278,America/New_York,14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14642 14602 14603 14638 14639 14643 14644 14646 14647 14649 14650 14651 14653
1840034249,Dayton,OH,Ohio,,39.7805,-84.2003,668825,950,America/New_York,45432 45469 45402 45403 45406 45404 45405 45409 45428 45420 45423 45424 45410 45414 45417 45419 45377 45401 45412 45422 45481 45490
1840015130,Cape Coral,FL,Florida,,26.6443,-81.9957,654405,724.2,America/New_York,33990 33993 33914 33991 33909 33904 33910 33915
1840020580,Mission Viejo,CA,California,,33.6096,-117.6551,642211,2038.4,America/Los_Angeles,92692 92691 92690
1840018825,Colorado Springs,CO,Colorado,,38.8674,-104.7605,638194,917.5,America/Denver,80951 80829 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997
1840001044,Allentown,PA,Pennsylvania,,40.5961,-75.4756,627863,2754.2,America/New_York,18104 18101 18103 18102 18109 18001 18105
1840020135,Ogden,UT,Utah,,41.2279,-111.9682,622918,1215.9,America/Denver,84404 84401 84403 84408 84244 84407 84409 84415
1840020174,Provo,UT,Utah,,40.2457,-111.6457,619218,1059.2,America/Denver,84606 84604 84602 84601 84603 84605
1840014486,Knoxville,TN,Tennessee,,35.9692,-83.9496,615829,750.3,America/New_York,37909 37902 37924 37920 37921 37922 37923 37929 37919 37918 37915 37914 37917 37916 37912 37901 37927 37928 37939 37950 37995 37996 37997
1840002928,Grand Rapids,MI,Michigan,,42.9619,-85.6562,609023,1708.2,America/Detroit,49546 49506 49505 49503 49507 49504 49508 49501 49502 49514 49515 49523 49555 49588 49599
1840019148,Bakersfield,CA,California,,35.3529,-119.0359,571992,1038.8,America/Los_Angeles,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93383 93384 93385 93387 93389 93390
1840004850,New Haven,CT,Connecticut,,41.3113,-72.9246,565572,2804.1,America/New_York,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540
1840000791,Akron,OH,Ohio,,41.0798,-81.5219,541945,1186.2,America/New_York,44306 44307 44304 44305 44302 44303 44301 44308 44325 44320 44311 44310 44313 44312 44319 44314 44309 44315 44316 44317 44326 44328 44334 44396 44398
1840015094,Palm Bay,FL,Florida,,27.9631,-80.6593,534348,542.9,America/New_York,32909 32908 32905 32907 32976 32902 32906 32910 32911
1840018905,Concord,CA,California,,37.9722,-122.0016,531175,1579.4,America/Los_Angeles,94518 94519 94565 94521 94520 94522 94524 94527
1840001686,Wichita,KS,Kansas,,37.6895,-97.3443,509003,938.6,America/Chicago,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278
1840020566,Mesa,AZ,Arizona,,33.4015,-111.7178,503390,1379.8,America/Phoenix,85208 85209 85201 85202 85203 85204 85205 85206 85207 85215 85213 85212 85210 85211 85214 85216 85274 85275 85277
1840034032,Staten Island,NY,New York,,40.5834,-74.1496,495747,3286.2,America/New_York,10303 10302 10301 10307 10306 10305 10310 10311 10312 10314 10309 10308 10304 10313
1840000572,Toledo,OH,Ohio,,41.6638,-83.5827,493302,1295,America/New_York,43615 43614 43611 43613 43612 43607 43610 43606 43604 43605 43608 43609 43620 43623 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699
1840000434,Worcester,MA,Massachusetts,,42.2705,-71.8079,486486,2110.2,America/New_York,01608 01610 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655
1840020490,Long Beach,CA,California,,33.7977,-118.167,462293,3522.5,America/Los_Angeles,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90840 90801 90809 90832 90833 90842 90844 90846 90847 90848 90853
1840015119,Port St. Lucie,FL,Florida,,27.2796,-80.3884,462047,681.8,America/New_York,34986 34984 34983 34987 34952 34953 34985
1840020121,Reno,NV,Nevada,,39.5497,-119.8483,457702,940.5,America/Los_Angeles,89521 89523 89439 89503 89502 89501 89506 89509 89508 89557 89519 89512 89505 89507 89533 89555 89595 89599
1840021093,Spokane,WA,Washington,,47.6671,-117.433,456219,1279.8,America/Los_Angeles,99201 99203 99202 99205 99204 99207 99208 99258 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99260
1840014227,Bonita Springs,FL,Florida,,26.3558,-81.7859,449527,542.2,America/New_York,33931 34135 34134
1840019390,Denton,TX,Texas,,33.2175,-97.1418,438492,567.5,America/Chicago,76207 76205 76203 76201 76208 76209 76226 76210 76202 76204 76206
1840020296,Oakland,CA,California,,37.7904,-122.2166,437825,3020.6,America/Los_Angeles,94621 94705 94611 94610 94613 94612 94619 94618 94606 94607 94602 94603 94601 94609 94720 94605 94608 94604 94614 94615 94617 94620 94623 94624 94649 94659 94660 94661 94666
1840000466,Springfield,MA,Massachusetts,,42.1155,-72.5395,437752,1881.5,America/New_York,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199
1840029462,Augusta,GA,Georgia,,33.3645,-82.0708,437257,257.5,America/New_York,30912 30815 30812 30907 30906 30904 30905 30901 30909 30805 30903 30914 30916 30917 30919 30999
1840015109,Kissimmee,FL,Florida,,28.3041,-81.4169,431618,1409.2,America/New_York,34743 34746 34741 34744 34745
1840015324,Winston-Salem,NC,North Carolina,,36.1029,-80.261,427706,721.6,America/New_York,27110 27127 27040 27107 27106 27105 27104 27103 27101 27109 27102 27108 27111 27113 27114 27115 27116 27117 27120 27130 27150 27152 27155 27157 27198 27199
1840021517,Stockton,CA,California,,37.9765,-121.3109,413637,1980.5,America/Los_Angeles,95219 95212 95210 95211 95209 95207 95203 95205 95204 95206 95202 95201 95267 95269 95296 95297
1840000378,Syracuse,NY,New York,,43.0407,-76.1437,410732,2251.6,America/New_York,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13244 13201 13217 13218 13221 13235 13252 13261
1840014569,Chattanooga,TN,Tennessee,,35.066,-85.2481,406849,491.7,America/New_York,37415 37416 37410 37411 37419 37409 37421 37408 37403 37402 37407 37405 37406 37404 37343 37450 37351 37401 37414 37424
1840003718,Lancaster,PA,Pennsylvania,,40.042,-76.3012,402476,3096.9,America/New_York,17603 17602 17601 17608 17622 17699
1840013501,Greenville,SC,South Carolina,,34.8354,-82.3646,401443,917.9,America/New_York,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616
1840013364,Durham,NC,North Carolina,,35.9792,-78.9022,399616,950.8,America/New_York,27703 27705 27704 27707 27701 27708 27712 27713 27706 27710 27715 27717 27722
1840015005,Pensacola,FL,Florida,,30.4413,-87.1911,398813,917,America/Chicago,32503 32504 32501 32502 32513 32522 32524 32591
1840013368,Fayetteville,AR,Arkansas,,36.0714,-94.1661,394650,672.8,America/Chicago,72704 72703 72701 72702
1840019422,Arlington,TX,Texas,,32.6998,-97.125,393469,1585.1,America/Chicago,76011 76005 76001 76002 76006 76018 76013 76012 76010 76017 76016 76015 76014 76003 76004 76007 76019 76094 76096
1840018794,Aurora,CO,Colorado,,39.7083,-104.7237,387349,920.3,America/Denver,80247 80137 80045 80018 80019 80016 80014 80015 80012 80013 80010 80017 80011 80040 80041 80042 80044 80046 80047
1840020474,Oxnard,CA,California,,34.1964,-119.1815,369962,2944.1,America/Los_Angeles,93035 93036 93030 93033 93031 93032 93034
1840019304,Indio,CA,California,,33.7346,-116.2346,369654,1042.7,America/Los_Angeles,92241 92201 92203
1840003389,Scranton,PA,Pennsylvania,,41.4044,-75.6649,366334,1161.3,America/New_York,18504 18509 18508 18510 18503 18505 18507 18515 18540
1840021731,Victorville,CA,California,,34.5277,-117.3536,364015,704.1,America/Los_Angeles,92394 92395 92392 92393
1840020287,Modesto,CA,California,,37.6375,-121.0028,354183,1955.8,America/Los_Angeles,95358 95356 95355 95354 95351 95350 95352 95353 95397
1840005061,Huntsville,AL,Alabama,,34.6981,-86.6412,349482,376.2,America/Chicago,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35742 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899
1840013356,Greensboro,NC,North Carolina,,36.0956,-79.8271,347130,873.2,America/New_York,27411 27410 27412 27301 27455 27408 27409 27403 27401 27406 27407 27405 27214 27402 27404 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499
1840019322,Anaheim,CA,California,,33.839,-117.8574,347111,2665.3,America/Los_Angeles,92808 92806 92807 92804 92805 92802 92801 92803 92809 92812 92815 92816 92817 92825 92850 92899
1840019718,Corpus Christi,TX,Texas,,27.7254,-97.3767,337230,756.1,America/Chicago,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78415 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78480
1840008261,Fort Wayne,IN,Indiana,,41.0888,-85.1436,337163,923,America/Indiana/Indianapolis,46835 46818 46814 46815 46816 46825 46845 46803 46802 46807 46806 46805 46804 46809 46808 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897
1840020151,Fort Collins,CO,Colorado,,40.5477,-105.0656,335398,1142.2,America/Denver,80528 80521 80526 80524 80525 80523 80527 80553
1840014717,Myrtle Beach,SC,South Carolina,,33.7094,-78.8844,332181,594.6,America/New_York,29572 29577 29578
1840013490,Fayetteville,NC,North Carolina,,35.085,-78.9772,328804,543.5,America/New_York,28390 28304 28306 28307 28301 28303 28308 28305 28311 28310 28314 28302 28309
1840018903,Antioch,CA,California,,37.9787,-121.796,327216,1522.3,America/Los_Angeles,94531 94509
1840015211,Lexington,KY,Kentucky,,38.0423,-84.4587,321276,437,America/New_York,40526 40509 40504 40502 40503 40508 40505 40507 40517 40536 40513 40511 40510 40516 40515 40514 40506 40512 40522 40523 40524 40533 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598
1840006009,Mobile,AL,Alabama,,30.6782,-88.1162,320855,515.7,America/Chicago,36652 36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36601 36616 36628 36633 36640 36641 36644 36660 36670 36675 36689 36691
1840003563,Youngstown,OH,Ohio,,41.0993,-80.6463,319065,683.3,America/New_York,44502 44503 44504 44505 44506 44507 44509 44511 44510 44555 44501
1840020361,Henderson,NV,Nevada,,36.0133,-115.0381,318063,1153.8,America/Los_Angeles,89044 89052 89054 89002 89074 89015 89014 89011 89012 89009 89077
1840015830,Savannah,GA,Georgia,,32.0286,-81.1821,316050,524.8,America/New_York,31302 31409 31408 31401 31405 31404 31407 31406 31421 31419 31415 31403 31412 31416 31418 31420
1840000500,Poughkeepsie,NY,New York,,41.695,-73.9211,314159,2380.4,America/New_York,12601 12603 12602
1840021964,Santa Ana,CA,California,,33.7367,-117.8819,311379,4391.5,America/Los_Angeles,92707 92701 92703 92705 92704 92706 92702 92712 92735 92799
1840003172,Ann Arbor,MI,Michigan,,42.2759,-83.731,308983,1671.9,America/Detroit,48103 48104 48105 48108 48109 48113
1840002791,Newark,NJ,New Jersey,,40.7245,-74.1725,307355,4915.2,America/New_York,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199
1840019325,Irvine,CA,California,,33.6772,-117.7738,304527,1792.1,America/Los_Angeles,92617 92614 92612 92618 92697 92620 92602 92603 92604 92606 92616 92619 92650 92698
1840021488,Santa Rosa,CA,California,,38.4458,-122.7067,296180,1618.1,America/Los_Angeles,95409 95403 95401 95407 95405 95404 95406
1840000963,Canton,OH,Ohio,,40.8078,-81.3676,294047,1034.3,America/New_York,44714 44710 44702 44703 44706 44707 44704 44705 44708 44709 44711 44750 44799
1840013411,Asheville,NC,North Carolina,,35.5707,-82.5537,294013,795.6,America/New_York,28806 28805 28804 28803 28801 28776 28810 28814 28815 28816
1840002949,Flint,MI,Michigan,,43.0236,-83.6921,293893,945.2,America/Detroit,48502 48504 48505 48506 48507 48503 48550 48551 48552 48553 48556 48557
1840015970,Winter Haven,FL,Florida,,28.0118,-81.7014,293093,596.3,America/New_York,33881 33880 33884 33883 33885 33888
1840023385,Anchorage,AK,Alaska,,61.1508,-149.1091,290674,65.8,America/Anchorage,99518 99515 99517 99516 99513 99540 99530 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99510 99511 99514 99520 99521 99522 99523 99524 99529 99599
1840014559,Concord,NC,North Carolina,,35.3933,-80.6369,288783,635.4,America/New_York,28025 28027 28026
1840003600,Jersey City,NJ,New Jersey,,40.7184,-74.0686,287899,7537.2,America/New_York,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399
1840009904,Springfield,MO,Missouri,,37.1943,-93.2916,286280,784.5,America/Chicago,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899
1840020662,Plano,TX,Texas,,33.0502,-96.7486,284948,1534.7,America/Chicago,75093 75023 75025 75024 75074 75075 75026 75086
1840015768,Shreveport,LA,Louisiana,,32.4653,-93.7955,283536,664.7,America/Chicago,71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166
1840007081,Davenport,IA,Iowa,,41.5565,-90.6053,281333,614,America/Chicago,52802 52803 52801 52806 52807 52804 52805 52808 52809
1840020604,Lubbock,TX,Texas,,33.5657,-101.8879,280890,722.2,America/Chicago,79406 79423 79424 79416 79412 79410 79407 79414 79411 79404 79401 79403 79402 79415 79413 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499
1840015108,Lakeland,FL,Florida,,28.0557,-81.9545,280346,663.9,America/New_York,33813 33803 33801 33805 33815 33811 33802 33804 33806
1840009241,South Bend,IN,Indiana,,41.6767,-86.2696,278061,948.2,America/Indiana/Indianapolis,46616 46635 46628 46601 46613 46617 46619 46614 46615 46626 46634 46660 46680 46699
1840019350,Chula Vista,CA,California,,32.6281,-117.0144,276103,2147.6,America/Los_Angeles,91911 91910 91913 91915 91914 91902 91908 91909 91912 91921
1840019309,Chandler,AZ,Arizona,,33.2825,-111.8514,275618,1624.6,America/Phoenix,85248 85249 85226 85224 85225 85286 85246
1840009132,Rockford,IL,Illinois,,42.2596,-89.064,273237,881.3,America/Chicago,61101 61114 61109 61108 61104 61107 61103 61102 61105 61106 61110 61125 61126
1840001185,Reading,PA,Pennsylvania,,40.34,-75.9267,272712,3710.8,America/New_York,19601 19604 19602 19611 19603 19612
1840020007,Eugene,OR,Oregon,,44.0564,-123.1174,270990,1543.4,America/Los_Angeles,97405 97404 97401 97403 97402 97440
1840015576,Wilmington,NC,North Carolina,,34.2099,-77.8866,268625,878.3,America/New_York,28409 28401 28403 28405 28412 28402 28406 28408
1840021864,Santa Clarita,CA,California,,34.4175,-118.4964,268273,1232.5,America/Los_Angeles,91351 91321 91350 91355 91354 91387 91322 91382 91385 91386
1840021947,Gilbert,AZ,Arizona,,33.31,-111.7463,267267,1503.9,America/Phoenix,85233 85234 85236 85297 85296 85295 85298 85244 85299
1840020854,Killeen,TX,Texas,,31.0753,-97.7297,265921,1086.4,America/Chicago,76541 76543 76542 76549 76540 76547
1840011171,Round Lake Beach,IL,Illinois,,42.3791,-88.0811,264451,2084.1,America/Chicago,60073
1840014887,Columbus,GA,Georgia,,32.51,-84.8771,264282,364.8,America/New_York,31820 31829 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999
1840020363,North Las Vegas,NV,Nevada,,36.2883,-115.0888,264022,996.2,America/Los_Angeles,89032 89031 89030 89086 89084 89085 89081 89115 89033 89087
1840018481,Kennewick,WA,Washington,,46.1978,-119.1732,259995,1138.5,America/Los_Angeles,99337 99336 99338
1840015977,St. Petersburg,FL,Florida,,27.7931,-82.6652,259343,1620.2,America/New_York,33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33705 33703 33704 33701 33729 33731 33732 33733 33734 33742 33743 33747
1840021002,Laredo,TX,Texas,,27.5625,-99.4874,255293,922.7,America/Chicago,78046 78045 78043 78040 78041 78042
1840019438,Irving,TX,Texas,,32.8583,-96.9702,254962,1469.7,America/Chicago,75063 75060 75038 75039 75062 75061 75014 75015 75016 75017 75059 75326 75368
1840009373,Peoria,IL,Illinois,,40.752,-89.6154,253467,908.7,America/Chicago,61625 61615 61614 61605 61603 61604 61602 61606 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656
1840003874,Chesapeake,VA,Virginia,,36.6778,-76.3023,249377,284.5,America/New_York,23325 23324 23323 23322 23321 23320 23326 23327 23328
1840020563,Glendale,AZ,Arizona,,33.5791,-112.2311,248083,1451.1,America/Phoenix,85301 85303 85302 85306 85309 85308 85355 85340 85305 85304 85307 85310 85311 85312 85318
1840001472,York,PA,Pennsylvania,,39.9651,-76.7315,247176,3267,America/New_York,17404 17401 17403 17405
1840002984,Nashua,NH,New Hampshire,,42.7491,-71.491,245209,1138.8,America/New_York,03062 03063 03060 03064 03061
1840020707,Garland,TX,Texas,,32.91,-96.6304,244026,1649.6,America/Chicago,75043 75044 75041 75040 75042 75046 75047 75049
1840021940,Scottsdale,AZ,Arizona,,33.6872,-111.8651,240537,504.7,America/Phoenix,85259 85258 85251 85250 85257 85255 85254 85266 85262 85260 85252 85261 85267 85271
1840015044,Lafayette,LA,Louisiana,,30.2082,-92.0325,237565,839.2,America/Chicago,70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598
